user_id,reposts,fans,follows,total_posts
3934481789,1,3668,2259,5220
1447021637,156,397,388,1538
1995737777,9,9692,4996,117356
1469194930,39,4269,724,71887
2746972395,0,14783,3,2
1976448027,0,94,122,1288
1770785025,152,315,257,2782
3550905461,0,241,304,159
2438467242,1164,110527,365,13714
3147234330,2,2382,1549,0
2347683184,35,411,331,386
3117072371,0,409,1676,899
2331494531,0,1471,2047,7207
2698160511,0,91,232,259
2721237781,7756,177348,283,738
3015834473,5,748,195,183
1680108673,2,1134,385,1222
5494457078,0,31,174,192
1955532572,1,1691,151,2458
1933146553,0,10937,1431,13372
2827677470,4,21600,1045,634
1724088583,315,737522,587,5819
2056044913,1,45,42,387
1780105337,0,1127,963,96
1739030392,0,10380,200,643
3700196334,0,22,12,168
3278634001,0,590,358,107
1334653580,574,73001,749,1247
1844577772,123,273898,2806,38117
2726132437,0,55,32,400
2462836931,8,495,1345,583
3013580487,0,652,1696,2156
5110060983,0,111,61,378
5385420847,0,10673,2797,1539
2081741487,77,131151,1,5968
3645311031,4,349,102,3
2839507910,99,10121,1330,9455
1885508672,11,410,321,3223
1733042253,7,68210,195,4512
2453202217,0,49,150,9
1856661224,2,9478,1201,4092
2884452530,465,528,634,624
1702783184,485,180835,490,20675
1763346654,48,16136,361,916
1909141711,2,3969,163,847
5148126922,1,370,427,333
2353631911,0,11301,5,943
2035118783,1,741,415,7535
1961270025,0,537,393,2692
5621993578,3,3,77,103
1104573752,0,17,43,61
1808668962,1,246,213,1954
5284156860,0,30,194,495
2641175052,1116,171807,77,8348
3480302947,0,778,259,1035
2143870482,15,8102,1973,7983
1994840471,0,7658,1299,3132
5663973489,0,2,62,41
1937241640,0,511,452,4503
5157804935,0,62449,343,720
1767979935,13,1413,121,3433
1404665957,1,115,78,728
5163840975,0,34,119,552
1400734241,0,290,66,2339
5577941034,5,2,23,3
1550863440,3110,54463,588,65816
1767964962,0,95,156,1822
3901382589,7,41995,377,2883
2522819830,1,19594,2112,9579
2805688644,2,275,372,566
1770747312,21,4298,1666,3851
1692408451,18,3642,1601,1085
5092295507,0,103,222,271
2098329611,4,35956,574,7553
1995961521,0,197,247,261
2257238363,11,22604,1258,5682
2803838500,0,375,58,3713
1692902542,322,602264,742,16315
5089966376,0,115,538,75
2457698042,25,231,119,330
1086224851,0,125,160,798
1900786807,308,34931,1952,254
1962209291,0,92,166,957
2388100805,400,13679,196,6740
5126014304,0,174,82,192
2257083812,0,38,47,16
2581636534,0,172,128,685
1305718275,0,172,108,3791
2721517002,588,49821,1832,9178
5508400279,0,79,278,140
2957610490,0,223,371,326
1890602302,0,939,1397,1156
5459730733,0,89,38,2240
5246754879,3,2519,1702,1012
1264674527,181,2215363,736,5786
1671201057,782,247382,2286,8996
1736207384,19,82448,402,22793
1904826301,0,65,20,1033
1057836041,16,558,785,8015
2722933562,4311,19260,230,5512
2454625122,1115,22923,1362,13653
1580993047,0,129,492,763
2191056843,8,46,76,21
5605191138,0,26,115,637
2304042662,451,675527,1428,15624
3983025684,0,19,131,121
1774800467,73,441854,1468,72290
1816345252,567,350,195,94
3760862302,0,13,26,136
2732142387,0,0,0,0
2417633581,3,1068,183,7151
2822850162,0,9541,1561,1694
5656944437,0,4738,1034,427
2292513897,41,21147,368,2008
1620807573,14921,38412,1220,4896
3936529872,0,12,180,19
5578776716,0,150,504,63
1050803647,0,1572,781,6795
2064256391,0,365,354,1396
2268892784,588,4753,34,1223
5088985432,0,8,122,45
2124516547,0,2020,2230,5842
3405181422,1,88,238,239
5571671593,0,15,123,31
2735748194,2,90,309,3655
3971411036,0,1099,399,4026
1767949714,5,1885,229,189
5379874761,0,95,115,185
5189486957,37,85,34,200
2046835077,0,476,85,814
2471318363,214,172459,85,352
2186082042,1,436,262,697
1658242620,54935,40917,2000,1159
2983480320,1,102,32,13
3490799090,0,774,700,157
3625586031,6,82,205,13
2245127124,0,848,708,9682
2907885040,0,54,177,236
3290502383,613,5334,323,1489
1570912015,101,24582,1387,3090
2738894620,26,74746,2673,10009
2305104230,0,145,197,505
1703383582,0,1960,1111,4525
1709546220,6,8849,2345,3733
1974045324,138,29500,1716,2977
1825079122,0,277,176,2
1807188053,534,186,285,221
5319506044,0,7,69,44
3408238642,3,18820,1245,26410
1557349447,725,3357638,181,2403
1596460103,5,2681,200,6146
1610460463,59,85340,1001,1289
2311806977,0,461,177,7023
1799203410,3,9794,2576,3685
1504295633,0,783,79,794
1688864597,2,1389776,348,89292
3612194012,0,51,70,211
2338005785,23,3150,1304,1354
2195509195,12,25589,1645,8170
3787630612,0,56,81,304
5589890919,0,1,17,4
1935809651,0,1309,1175,33672
3189859681,0,151,403,162
3230445900,28,314,170,1
2686537253,0,69,53,31
2462628605,0,25,157,7
1665101605,211,198589,1972,25126
1678195835,0,7,9,86
2917939251,0,91,100,952
5440770051,0,26,125,139
5064901838,0,39,23,192
1891810500,237,14545,1952,5386
1462692394,295,13375,744,6457
1627157434,710,22793,73,1808
5603180147,0,26,45,388
3276258911,0,112,334,61
3490679967,0,54,99,773
2101163081,0,1933,785,4038
5030382816,0,53,234,208
1009075837,548,2979,73,877
2272299687,0,208,980,376
1778372323,10,201,153,297
2115151700,1,63,81,329
5301639079,29,1593,571,1816
2233544114,7,2454,67,126
2675885611,352,13141,52,3371
1679120383,82,283580,519,13905
2424552857,3,4414,2001,4640
1869940871,397,147318,637,1179
2128254541,2080,10300,342,26
2857153272,8,78,188,534
1420453850,1,783,289,561
2242868262,1,202,133,1819
5211630546,0,1853,813,4291
3768731583,4,1280,771,693
3250913642,0,189,319,683
5333847355,0,5,40,30
2617785634,1316,2605,1670,6897
1813687067,90,19338,1715,5577
2360140241,0,318,97,193
5385041569,0,4,1,23
2480236213,38,7839,2480,56297
1926539462,2,2596,51,2566
2367071910,371,206128,187,34423
3076786805,7,296,280,4297
2170142871,3,1916,315,917
5219493171,6,12,107,48
3008190271,0,203,164,1819
5416700402,0,104,167,1064
2091325254,0,3388,2135,14365
1238019837,12,12335,1328,18475
2005677585,1863,63611,1,7816
2715209957,0,501,1520,469
5290524401,0,21,123,1
2135752171,724,2505612,0,635
1631256454,0,120,133,407
5541276723,0,10,95,77
2026950473,848,26664,1155,29265
2197797400,0,3520,431,1817
1470102014,0,328,292,2793
3170815920,2,932,321,379
2388221234,17,6422,957,167
1723732715,0,658,621,2862
2429020813,3,967,193,4690
2292185114,30,412,130,884
2693256461,0,18976,1923,2280
2877574720,0,69,240,384
1606104482,55,66593,2000,49529
3645627770,1,46,48,350
2039579183,0,3267,2073,1233
2478893303,3,718,48,10
2741207305,7,61,121,246
2713663613,31,21018,1875,18967
5332227057,0,21,29,25
2974769844,63,1190,682,3212
1851192071,577,5245,33,560
2093271467,267,74358,188,15162
2713269183,173336,116831,1518,51
1517200814,0,724,290,761
2860507794,0,78,53,293
2238596795,0,1462,1387,9010
5350579622,0,11,40,102
1293652720,0,1307,731,6348
3220070351,2,2055,587,735
1584015730,199,1050,75,207
3493276190,0,188,140,245
1841037824,0,67,280,239
81417702,3,2564,1132,24943
1674187923,2707,1642,1993,10437
1833538627,420,532179,1079,108916
5241435032,0,30,265,111
2791846957,0,226,138,703
2697426677,3,518,280,2417
2682284957,819,652,142,7
3202728794,19,500,26,289
2288368094,4,19857,131,7265
1897995770,449,88318,1956,6665
1029374230,811,1116856,2846,14354
2269608967,0,504,360,1063
2353997977,6,183,415,1318
1765319864,0,2567,470,2416
2073490685,155,824,977,3097
1593529132,0,287,232,1643
2695168515,1,8460,224,1326
1269209530,203,1131,192,2122
1796050407,1,39,67,25
3178697853,211,17552,23,1039
1838544351,0,17,7,1133
1851852565,97,71188,1776,1522
5385271053,0,7,58,32
2977493573,0,660,1527,6269
2200471301,404,301065,2406,11047
2231919213,0,641,128,396
3888193642,0,36,189,48
1077824980,0,2356,692,7062
1951135870,67,21591,2928,2717
5114414651,1,13,117,41
2596037382,2328,7795,882,4916
2915635663,0,125,135,1655
1017067103,1,3248,668,3383
2327756585,4,207,347,2403
1962237357,3,682,503,2892
1670685882,1,177,254,451
2885172040,0,1203,300,20
2104693613,0,1344,96,20823
1861655352,3,375,108,30
1812442542,0,704,796,4638
2816724260,0,327,601,426
2267645601,10,4252,490,6850
1920165422,0,341,1711,406
2789176183,4877,8488,81,279
5135891226,0,12225,121,1477
2873786940,4,177,186,817
5052202189,0,13,38,124
3878190098,22,3490,579,94
1606104482,8,66594,2000,49529
2340103035,4,142,169,2325
5038930935,0,13611,183,2701
1862891690,1268,65707,865,2758
1815982003,4,405,429,1938
2480236213,84,7839,2480,56297
1736257381,0,454,962,6683
2014949965,0,237,130,526
1219558265,8,616,91,6596
2917806870,8,1082,1525,3549
1951388753,73,1158,1736,798
2172190313,1,5471,939,431
2200471301,1640,301065,2406,11047
1636678683,77,88246,721,16343
1609548472,0,57,154,65
2798504100,0,943,81,1302
2346780085,73,111235,820,6169
2159055612,27,29937,438,8897
1295303164,369,62135,1933,19891
3283626095,1,188,343,257
1635670233,1,107134,4028,8231
2034126794,0,4048,267,3810
2429596322,0,1128,451,136
2931659095,3417,636,214,334
5076208530,0,124,143,2439
5310634321,0,137,270,1355
3094083703,0,717,473,324
1817204581,7,23135,166,211
3308413691,16,370,439,1055
1895501285,1,1770,732,6068
2280435465,12,587,275,1285
2507901283,504,118,47,648
1897504553,14,236,299,877
3556370800,0,103,148,1927
1253347132,17,161493,861,8941
1780403473,3,2113,245,378
5295590698,0,7,47,37
2159796155,0,131,582,460
1295718153,1162,1340807,3911,9259
3306205943,0,26,109,209
2388199744,15,34343,1543,6790
2336683004,81,51731,961,26373
1134046140,235,276136,2764,13056
5124816356,24,14,45,135
5321289474,0,53,411,2036
1222084044,29,20251,2984,5699
1241870760,22,4913,232,3723
3819248643,0,302,1135,1430
5508824804,0,234,557,252
1633793811,13,177518,728,1328
1801910687,0,9,113,10
1153807700,11,19075,1863,10484
3627610037,0,237,178,458
2034442700,0,5998,792,5488
1759600993,2923,193701,2938,24729
1869978632,0,129,75,498
5718673807,0,7,96,17
1910948553,1,268,213,1224
2163583002,4138,21083,1481,28785
2412402820,0,35,18,161
1678266471,10,15241,1616,12806
3319603395,0,18,65,87
2083844833,65,1119016,733,27221
2621248671,160,3710,827,11357
1742164671,0,11,24,33
1831904057,175,78963,2849,17315
5315868893,0,5,44,25
2217548495,409,146497,1746,67045
1815816752,0,62,94,411
2273577215,168,13590,1213,2337
5078218535,0,62,207,926
2213043391,18,5745,1388,5400
1762114342,9,745,32,5
2809212554,185,23134,148,14164
1891366595,169,305597,2220,11184
1878410480,1,7377,111,32
1676922501,4,5157,2002,5089
1790967765,0,30,66,13
1866873363,0,26,73,68
1771087471,67,417212,1879,14613
2202936674,19,45251,1479,123558
1751939885,4,664,74,3991
1874209383,0,297,271,805
1918608731,23,10975,2314,3473
531080,37,24847,921,36945
5381342374,0,2722,173,511
5368775545,0,388,219,4963
5238692260,0,56,180,421
1043320390,42,631174,531,109934
2190480614,2,5582,481,1864
1705515783,13,331,675,2293
5369179579,2,104857,3030,1358
2706806603,0,534,656,6161
5410958126,0,4,34,87
5469658233,0,19,179,74
2498308420,3,1894,279,4956
1112032537,0,67,91,484
1945684290,2,897,923,13744
3009878435,0,238,221,97
5589090517,0,37,121,155
3214331755,0,434,462,780
1189107660,329,3025,1152,22231
1689645277,300,292369,655,11986
2548694035,6,43448,220,2056
1765001927,55,35674,981,14721
3465244474,0,127,21,240
5613050679,0,11,47,721
2395896703,0,6080,945,7843
1989466515,0,3497,309,430
1778973001,0,19048,410,8107
3172753922,2,22,154,14
2741034332,82,421,211,839
1168584365,1,4362,3313,7271
2158184353,5,6217,493,19891
1592614072,0,407,220,26287
1253686121,462,316576,1847,10799
1971537652,577,360884,3044,40174
1671848882,0,2238,968,10242
3330652350,2,14,49,6
5605426070,0,3,58,47
1970515812,0,685,853,3866
2524933971,1,319,911,1439
1780417033,13781,5791411,526,32270
1305009930,4,2574,147,914
1897046753,32,8139,253,410
1644943222,665,7830,1208,846
2320075785,498,6386,599,369
1898376132,1311,303200,828,2618
2832665694,12,32695,401,22003
2082357197,400,61005,1924,11882
1777577363,0,151,91,699
2102760475,2,159,476,3947
1768592400,0,617,330,191
1431734902,0,1061,861,7969
1936216047,21,5216,46,284
5646830076,0,3,68,37
5091111535,0,15,57,415
5296834123,0,30,218,133
2021651941,1,858,395,5130
5262077810,1,505,1177,1126
1259460134,0,660,1087,10311
1728649351,93,40447,659,4961
2315966151,15,56,149,155
2901261831,0,319,929,185
2590870722,4,3778,241,4161
2784364860,3,5338,1631,12916
5162196315,0,246,1579,74
2520561014,2,424,382,1211
1788538591,6,634,287,1998
2291386927,0,57,178,386
1788255004,7,1435,189,3242
1710672464,0,681,497,6865
1365085625,21,16004,638,4996
1660452532,246,4218112,471,97467
1712187150,4,2294,490,3862
1779054290,0,2625,1170,2708
3312036475,0,104,122,537
1340077347,2,1585,222,2838
3891734693,1,521,1044,276
2959232792,0,2361,1537,3863
3204647513,1,192,573,1223
2812480922,5,1538,2140,8733
3602076437,8,31,125,32
3181323675,32,5027,1254,4868
2833733845,0,26,78,21
2419671481,0,107,140,933
1984068534,199,714,511,2885
1731328357,6,4627,1804,2805
3161913077,0,128,305,383
2277197682,80,12390,1392,1042
1799926360,0,151,84,388
2808151061,0,239,491,1329
3308710135,6,37,33,33
2562861895,3,2986,1939,4957
5122900813,0,3835,4192,2174
2416235063,0,334,319,383
1759494153,0,76,147,416
1675693152,819,121950,2637,15463
1719032712,19,1029732,526,22229
3304604465,0,23,63,45
1807135494,37,769275,109,1043
1142648704,67752,343936,2726,48208
1829429022,53,13004,139,3824
2704293453,0,31,488,66
1974808274,615,2051720,359,21936
1973339877,0,8844,2005,5934
1940053632,4,7961,234,10022
5070397498,0,33,45,75
1864644662,6,7099,622,2878
5337343782,0,299,2005,420
1548580700,0,732,2479,286
5593872587,0,198,64,286
5623573497,0,4,72,23
1736708753,5,198634,899,41368
3108485814,0,788,81,1751
2421985217,0,85,109,173
1335280,5656,56566,3123,113025
1893749465,260,416896,49,112904
1770012000,102,1325,125,1430
5503060409,1,15,61,26
2647753853,129,12795,342,16803
2003301941,214,161087,1423,7306
5338869227,0,13,23,18
3299100621,0,705,109,1321
2319100143,220,966,688,196
1987997281,4,69009,557,3621
1770266754,0,95,178,549
1894453072,25,30149,336,10673
1660110904,2,3926,1448,819
2097044773,41,275787,230,13612
2032746411,0,229,329,1695
1836853562,12,1108,279,1979
3907426197,1,358,1008,282
5546717729,0,23,80,62
3944521809,120,2203,1989,16739
1285020581,57,56569,231,20182
2346780085,50,111266,820,6169
2688022675,0,504,497,3544
1913318873,2,547,294,1985
5573057869,0,29,51,188
1774817377,505,3982646,180,18235
2152297910,7,15544,1039,3691
1642088277,232,20771097,978,105549
2944669413,38,181,703,52
2044286125,0,589,249,1806
1249441862,0,274,144,1143
2143365751,871,86936,1475,5646
1732499253,276,30953,1541,16447
1663618505,421,3673,1787,4241
5130630690,5,32,60,236
1570746453,127,107770,775,12688
5373725402,22833,3359,520,591
1847018093,7,1219,2000,4208
1148201774,9,1764,2404,1883
1851852565,45,71188,1776,1522
5161538478,1,52,101,136
2209122927,32,97,100,110
2848060590,1,1307,160,193
2693624314,0,1009,1954,2236
1868663017,0,711,626,552
1822133433,278,34636,1697,6290
3181183757,8,2210,643,65057
2787606334,36,103979,412,5293
5466737871,0,14,87,47
1640675154,96,41965,371,1349
1401980663,17,2546,2164,8763
2646524974,2,516,297,13
5268278552,0,206,572,1288
1652175590,0,7575,142,2290
2945421891,559,580,325,338
2141844925,157,146084,1647,9917
3255450362,3,870,651,12
5194763403,0,840,440,1610
1752181523,502,8415,2440,41758
3598475924,4,86,157,14
3645537871,0,157,65,75
5578542437,0,133,671,153
5277581866,0,5,22,9
3483879975,1,2431,1295,2597
1864862024,0,1015,86,4174
2721453143,6,2848,1858,543
2965854460,7,139846,520,16923
2258731897,5,200,231,168
2020067544,2,6946,665,3678
3186339647,7,129869,2016,38158
1789594967,4,147962,278,39459
5404392573,0,21,96,103
2019292531,0,975,628,4808
1849658583,60,634,378,2293
2990660882,0,34,29,40
1964420562,4,16906,1777,2330
2629886393,0,1469,936,172
3774725460,0,21,44,72
2469605134,6,1906,210,292
2259710065,0,476,407,5285
1830306972,3,18908,94,49184
1815233710,0,421,785,1371
3262671934,26,24,66,50
1655238055,8,308219,3550,69774
1825256211,0,98,126,233
2566702300,676,42331,793,1809
1757022731,120,2886847,752,7510
5526160070,1,80,295,541
3701735551,0,118,342,385
2088011313,3,4032,300,2837
2312330067,1742,20472,1298,10612
2318414343,0,208,835,727
2104844744,190,11540,568,10273
2441152611,0,4,38,47
3191085472,1,57,93,604
2890891653,0,54,290,374
1984317817,3,634,988,1478
1774114510,14,144011,514,17656
1906451387,718,25357,1990,35672
1271366733,3448,37120,2007,31427
5606641265,0,78,385,52
1913397667,0,59,319,843
3369982750,6922,2271,117,4565
1317758092,1723,875703,2554,56528
3190676831,0,282,169,677
2394522632,26,66629,901,14303
1699540307,90,17267291,858,65312
1977492003,791,2461,984,456
5462538102,1,310,126,101
5189758459,0,12,63,71
1644489953,242,7466595,429,50689
3101318233,0,72,216,879
1890882730,41,211,98,404
2301146872,4,563,1632,613
2633167121,23,31467,2728,7861
2870873364,1,1278,300,1671
2263878383,0,280,390,1397
3262861190,0,11,23,41
5513103066,0,8,92,23
1760327354,500,407617,746,26686
2161588260,0,430,351,133
5051722651,0,33,174,149
2987443623,0,32,48,325
2656308444,0,359,690,667
1496846867,46,302078,3989,34032
1759600993,29803,193654,2938,24729
5136208257,0,403,3001,5290
1677422353,28,350,154,2642
1767160684,269,613011,585,7080
1628605302,1,1427,269,12
1906517121,0,23,26,95
3180513923,0,33,31,95
1791121141,41,147176,2958,69679
5012853490,1,5046,998,1309
1959605421,42,1388021,1576,33049
1336503485,2,7147,1168,17602
1075811155,2629,1604,996,2571
1445937283,72,46103,1775,13054
2321046911,9244,1841,691,1797
5374205933,12,590,65,35
2432404510,59,11935,1753,4723
1924011973,198,97474,1080,38293
5129856350,0,215,68,2019
1829313065,23,1268,1958,3731
2665679913,0,1130,687,1323
2629280270,333,193834,2310,16323
2739253393,0,3,122,11
1065765903,0,456,1298,5922
5040335602,0,50,239,187
1807430452,2,217,72,2205
1993416307,12,965471,886,2140
2521721442,156,15048,785,332
2398309405,0,106,85,2
3472588792,0,109,226,516
1800332250,0,366,255,1469
3950331546,0,506,846,3328
1217119597,114,1874,261,6531
2617060032,16,11831,353,189
2298474433,2159,285878,69,9718
5544940193,0,12,77,254
2589533591,0,24,25,79
2731510335,1,65,434,660
3116562253,0,2239,1998,6702
2045843190,5699,1320175,126,15103
1707077095,2,574,63,1928
2801550275,0,241,102,1652
1983525207,190,10671,1998,7815
5191021069,0,102,117,942
2114294327,0,476,500,1630
1736207384,169,82448,402,22793
2099079752,12,477519,29,17491
2500809523,3,1295,2209,4452
1252373132,1148,5846266,363,80734
2304163017,0,44,288,446
2099016241,79,509394,674,10016
3178273727,0,852,928,22381
2730036314,20,2211,133,1442
2456769047,0,250,112,1152
2791364227,0,503,318,1762
2050896375,24,2994,1492,2250
1507482092,0,6,115,24
3140950537,1,41,159,310
1499015544,0,9124,624,6243
2450646914,0,261,238,899
2104246847,0,527,169,1591
2776056417,0,280,487,2168
1728892794,856,143078,3865,62794
5263569802,0,210,1866,1552
1781650777,18,20997,753,6221
2608023773,13,4511,1566,2199
2311200241,1,617,303,751
2959350737,0,29,52,172
1776994281,0,33289,235,1822
2198220154,0,691,106,420
3292075031,1,107,787,1179
2048766447,0,2386,261,1136
1400509021,0,1697,15,18613
3904658147,0,55,84,331
1947315871,145,4668,573,3132
3189081150,0,93,39,2689
1728892794,1411,143078,3865,62794
1844169943,5,3499,349,880
5155644239,0,59,227,757
2302244605,1,398,338,1063
1252373132,1524,5846258,363,80734
3233049332,0,7476,950,209
1932563855,0,1228,365,2094
1827171795,152,23926,450,1489
2048663244,0,254,330,1313
2371833762,0,358,273,1634
1303815391,90,5807,361,2296
2566795523,4,155,233,1098
1787839302,952,954,347,3719
1696946054,9,9904,2196,5643
3826807096,6,32401,52,386
2239499263,1,244,685,783
1097565313,326,3733,1064,29298
3308337261,0,171,579,127
1782615545,0,468,936,1826
1180291890,610,63299,1973,16829
1927252634,8,10976,1177,5927
3701613281,886,946,1354,7747
1088419461,0,847,613,2927
3262518550,10,2114,31,21
1947938391,0,2682,1992,46344
1809796324,15,355,294,2359
3962302246,0,70,248,126
2101413011,5202,194107,674,4372
1782318021,0,253,150,2735
1465241380,0,121,156,141
2077199335,25,256835,1911,18120
2839477351,16,68620,1993,3847
1791908413,0,803,753,2862
3199028423,24,302,324,939
1977424193,5,169,120,535
1620807573,385,38412,1220,4896
5150452554,0,135,488,186
1768119190,0,717,1911,653
1047111141,16,577,532,1484
2925794483,28,4962,1998,28546
1438139332,8,2669,927,10572
2876556053,0,1321,127,12
1567142835,0,356,141,1107
1717544571,0,1474,844,1148
2141934923,377,1001708,1655,36758
1067210492,5,33851,1135,3708
3230644691,404,1420,125,108
1791121141,38,147167,2958,69660
2145494291,4614,408136,2559,12432
1904799102,146,52928,2913,4878
3612434581,0,2,30,68
1956035487,11,23729,1836,4100
1224601507,0,98,239,938
1025058304,1115,20079,255,13106
3242733410,0,439,415,1325
1949374650,0,201,737,379
5589496376,0,1522,1847,487
5560134576,0,53,176,319
1504794951,379,5334,2002,73151
2403542565,23,11172,496,3770
2269138303,0,355,187,3079
1252373132,1345,5846262,363,80734
2663318865,0,50,25,545
2174881165,7,199,2,1
2728691540,113,223330,76,3257
1600463082,272,12384,1661,19439
1644669663,407,56264,2000,3045
2552234310,1396,553510,35,11580
1718948003,4,277,51,3517
1105559301,0,16,104,37
2710958132,2,1780,104,338
1607939300,702,157547,2029,33891
2143789045,7,33985,1617,5428
1179393941,378,65855,1910,10064
1929865592,0,802,520,9341
2352621581,344,1777,480,797
1650594161,46,19164,563,2539
2655467901,60,218680,1512,8345
1776792361,13,81,18,42
2845360617,0,20,118,199
5295943083,0,1,15,2
1574647051,22,5777,1702,21789
1445708247,63,108435,3320,103490
1650750990,190,260496,791,8052
1364043243,87,44903,2132,6061
2481654412,87,223002,1940,6643
1051793411,5873,905,1927,2659
5534855893,0,7,106,5
2119077303,13,145,201,322
1447430540,4,1034,404,1436
22400448,0,1374,1360,8137
5124811631,3,2,54,11
5333652100,0,14,62,50
5034643018,2,154,186,456
2681913793,0,2381,294,797
2998183507,0,8621,263,864
2640303622,1,2659,246,106
2811025122,0,658149,262,1688
5520883624,0,1,12,5
5645232270,0,3,41,185
2716756421,0,157,177,188
1887427384,0,8,23,182
5340703046,0,68,91,741
1830520011,0,1799,530,753
1686766147,97,8011,1995,9998
1656583623,87,34775,815,21775
2657359377,0,474,213,1573
1879279655,38,64228,1859,4920
1781306102,0,31,83,1013
1691507817,66,433610,298,40982
1648346451,10,10639,360,1844
1011004067,0,309,1582,354
2233952712,2,2799,480,706
1170516577,22,1588,196,1671
1408095802,1549,4447,1000,3459
2173580321,30,40595,1601,121918
2461535184,1769,263986,333,969
2013010492,5,4937,806,4999
1142125364,0,516,890,1345
1737307340,0,919,301,1758
5530703965,0,9,30,15
2445790645,0,141,70,451
5616617422,0,5,47,105
1932563855,0,1228,365,2094
1743939020,109,162700,1623,8235
5288367424,1,430,332,6060
5536205704,0,28,45,33
5113376293,4,2754,1532,17794
1826251110,85,2509,1043,895
2429327072,0,72,273,18
3131954807,0,29,35,456
3221227142,0,87,1483,141
5579262696,8,9,102,6
1277622191,0,3,15,14
2065912897,18,3971,1003,741
1603402864,6,5655,171,2360
5069494138,8,51,108,488
2127751562,59,179301,907,15067
1715196611,1,202152,145,29788
3203679390,0,153,227,936
5329643460,25,1135,37,54
5341759169,2,1,1,3
1806973297,3658,3047,427,2311
2391766207,7,5264,434,4626
2212020265,1138,212945,2231,276031
1806207824,338,28238,1441,8345
1648522034,169,7952,2165,18763
2895609502,117,24078,562,2222
1444501722,0,41,207,1461
5470206148,2,13,64,128
1544834927,83,63,51,130
1316135633,0,820,646,3559
3171029075,4,325,182,1332
1248416211,0,1172,181,534
5415396591,0,100,356,2368
1497307402,33,67963,311,2603
1822467354,28,1916,492,2626
272792534,0,343,170,4420
1823630913,99,427763,2716,29934
2212552271,4,473,95,671
2144235361,2,2163,197,138
1082490144,14,67913,1625,14751
2368826751,1,1547,2008,3156
5736312030,0,3,19,10
2652121843,75,843,852,1498
2754795887,0,91,127,1945
2687536773,3,441,203,9
1743939020,607,162701,1623,8235
5222891019,0,15,83,51
3904916117,0,54,152,612
5341633649,0,59,114,735
2691172607,0,43,22,64
1996943213,0,38,65,840
3863658648,0,87,390,204
1866788355,0,224,601,2357
1374873851,34,251,202,413
2130952741,364,181952,1843,2596
3140751231,45,4754,4,4959
5615780544,0,29,175,57
2639285621,1,2328,890,76
1587700521,3,174,114,3831
3669045361,0,411,2000,1719
5581019667,0,1412,184,27
2530239972,0,317,290,1283
1358776365,1230,794851,817,22741
1965665221,163,7543,1859,20550
5299071378,0,223,96,123
2193750283,3,813,458,1476
1917821323,47,39049,608,13283
1904626382,6,118,96,269
2463940897,1,65,63,87
1657646637,2,8207,435,7417
5021783386,5,18,210,320
2836238950,0,478,792,3046
1287604042,60,57842,906,5384
2996286644,97,1121,178,13270
1916997175,254,38435,436,13314
2690730144,0,95,132,83
1834628191,45,155583,3062,9794
1052190472,1,24174,999,3032
1805979281,3,8804,175,5056
3452967910,14,78404,1914,9029
2874524082,1,0,0,0
2910719523,0,87,53,78
1446288411,3,1263,404,1419
1714476300,0,2107,2006,7822
1261452001,0,75,143,1357
5348537183,21,2328,570,457
2495449777,1,164,247,329
2083119675,82,553824,1173,18477
5122761401,0,31,1201,202
1241317017,3,1778,1005,1162
5151767252,0,62,173,322
1872592661,6,641,965,2579
1668173571,7,837,337,17
1921863890,2,2861,559,825
2747063483,49,8436,1384,3716
1689927692,125,249,170,673
1142208455,70,740479,1939,24421
5175469892,0,19,151,59
3169343837,1,965,92,2671
2214392512,51,96,165,518
2352004297,0,172,187,1476
1576680283,95,29256,1497,8219
2087203333,0,297,312,1444
5164064040,0,122,250,1055
2290096230,26,633556,1217,1715
2704582803,1,2305,468,43607
2219980967,97,26665,819,13954
1627218733,50,8160,266,594
1917842331,38,528,733,2572
1771087471,71,417212,1879,14613
3266496872,0,73,472,159
2826722590,4,89260,1621,11629
2133041565,127,510005,118,38296
2480592191,0,259,327,610
5143001329,0,17,107,255
3310851454,0,36,90,40
2370587544,484,662093,2913,17327
1949633020,0,353,218,354
2481467387,2,2673,2003,23280
5495363875,0,76,64,3064
1621668227,262,7243,449,6915
1849017271,28,744,766,866
1679213635,88,158663,1094,13148
1799467123,0,500,647,1205
2511957381,150,21130,1629,3962
5301904425,0,17,55,845
1264791800,355,5352,1325,17430
5637770849,0,1,41,16
1769710600,0,682,1132,4168
1142070825,2,455,1357,172
5600470186,0,4483,1988,1105
2388902575,48,6307,1321,2654
1746259170,7,10550,1877,1508
2194841777,0,7693,248,3507
5596159965,0,24,8,507
1105243673,19,3497,798,45813
2187445015,0,384,909,1510
5723836316,0,3,9,6
1362567225,90,86659,3141,5513
1070969951,252,13633,1478,42727
2800281712,496,18177,241,1272
2546009137,0,411,255,1656
531080,14409,24847,922,36947
1966312832,0,6626,1998,7273
1728892794,633,143078,3865,62794
2718499622,0,72,220,184
1769867744,824,1004220,132,44721
5437094636,0,244,591,974
5654423094,0,118,316,466
2798984154,4,8361,1568,1965
3656471963,14,100,316,355
1606104482,40,66594,2000,49529
2380695465,301,481056,1225,6606
3106603887,844,10986,1251,1433
2544373211,9,1323,1792,1900
2316019154,0,311,258,1629
3636209180,0,10,4,131
3839354725,0,601,295,1777
